ID,Name:,Hersteller:,Erzeugnis aus:,Region:,Wein:,Jahrgang:,Rebsorte:,Qualität:,Alkohol in %:,Geschmack:,Allergene:,Ausbauart:,Trinktemperatur in °C:,Trinkempfehlung:,Verschluß:,Auszeichnungen:,Paßt zu:,Lage:,Boden:,Essen:,Herstellung:,Dekantieren:,Säure g/l:,Restzucker g/l:,Produkt aus biologischem Anbau:,Biokontrollstelle:,Diverses:,Zutaten:,Verkäufer:,Verkostungsnotiz:
11,2018 Teanum ÒTRE Nero di Troia,Cantina Teanum,Italien,Apulien,Rotwein,2018,Nero di Troia,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse, Steak",,,,,,,,,,,,2,"Der nächste Streich von Teanum: Nero di Troia in der ÒTRE-Variante!  Angeblich soll diese rotschalige Rebsorte aus dem antiken hellenischen Troja stammen, aber gewiss ist hier die nahe Foggia liegende Stadt Troia Namensgeber gewesen. Rubinrot und nach reifen roten Früchten duftend kommt der Nero di Troia ins Glas. Reichhaltig und vollmundig am Gaumen, mit Aromen nach Karamell, Vanille und Pflaume, gefällt der Wein besonders durch die gut eingebundenen, milden Tannine und die feinen Reifetöne. Gewiss der klassischste Rotwein aus dem Hause Teanum und damit ie passende Alternative zum berühmten Primitivo! "
12,2018 Teanum VENTO Rosso Nero di Troia & Primitivo,Cantina Teanum,Italien,Apulien,Rotwein,2018,Primitivo,,,trocken,,,,,,,"Pasta, Vegetarisch",,,,,,,,,,,,2,"Aller guten Dinge sind drei: Als Weiß, - Rosé oder Rotwein bringt VENTO frischen Wind in die verstaubte Weinlandschaft Apuliens! VENTO, das junge Projekt des Önologen-Teams von Teanum, sind Weine aus autochthonen Rebsorten Apuliens. Der Rotwein wird aus Nero di Troia und Primitivo bereitet. Trotz aller Dichte und Konzentration der reifen Frucht- und Marmeladearomen erscheint der Wein überraschend leichtfüßig am Gaumen. In Verbindung mit den weichen und eleganten Tanninen entsteht so ein niemals schwerer Wein, der durchaus auch angekühlt genossen werden kann. Wir freuen uns, Ihnen den VENTO von Teanum zu einem ganz besonders interessanten Preis anbieten zu können! "
13,2019 Domaine Grand Veneur Côtes du Rhône A.C. Les Champauvins,Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2017,"Grenache, Mouvèdre",,,"intensiver, nicht schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse, Steak",,,,,,,,,,,,2,"Quasi ein kleiner Châteauneuf-du-Pape mit allen Genen des großen Bruders Aus 70% Grenache, 20% Syrah und 10% Mouvèdre wird dieser Côtes du Rhône aus Orange gekeltert, gelesen von im Schnitt 60 Jahre alten Rebstöcken, angebaut auf einer direkt an die Châteauneuf-du-Pape-Zone angrenzenden Parzelle. Der Ertrag ist auf lediglch 34hl/ha beschränkt. Demensprechend kräftig, elegant, beerenfruchtig, voluminös und würzig kommt der Wein ins Glas. Da der ""Les Champauvins"" etwas früher als die berühmten Verwandten ausreift, ist er bereits drei bis vier Jahre nach der Lese mit Genuss zu trinken und hat noch weitere drei bis vier Jahre Entwicklungspotenzial. Damit passt dieser großartige Wein perfekt zur Understatement-Philosophie des Hauses Jaume! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,5%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | Domaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
14,"2017 Domaine Grand Veneur ""Le Miocène"" Châteauneuf-du-Pape A.C. 0,375l",Domaine Grand Veneur,Frankreich,Châteauneuf-du-Pape,Rotwein,2017,"Grenache, Mouvèdre, Shiraz / Syrah",,,"extraktreicher, schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel",,,,,,,,,,,,2,"Neben Gigondas und Vacqueyras einer der drei großen Südfranzosen und gleichzeitig eine gute Investition in die Zukunft! Nach einigen umstrittenen Jahren, in denen sich die Jaumes, vor allem beim 2002, dennoch wacker geschlagen haben, ist seit 2005 wieder ein guter Jahrgang nach dem anderen zu verzeichnen. Der Châteauneuf-du-Pape von Jaume aus 50% Grenache, 30% Syrah und 20% Mouvèdre ist jedenfalls so wuchtig, konzentriert, tief dunkelbeerenfruchtig, leicht würzig und lang im Abgang, wie er sein soll. Für den perfekten Genuss benötigt dieser Wein leider noch mindestens zwei Jahre Flaschenreife. Die Wartezeit versüßen Sie sich am besten mit dem Côtes du Rhône Villages Les Champauvins aus gleichem Hause... Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | Domaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
15,2019 Domaine Girard Tradition Rouge A.O.P. Malepère,Domaine Girard,Frankreich,Languedoc-Roussillon,Rotwein,2018,Pinot Noir / Spätburgunder,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Helles Fleisch, Geflügel, Weichkäse",,,,,,,,,,,,2,"Malepère Tradition oder ein milder Bordeaux Style Blend? Alles eine Frage der Perspektive! Die Domaine Girard liegt südwestlich von Carcassonne und westlich von Limoux im Örtchen Alaigne, Gemeinde der winzig kleinen A.O.C. Malepère im Languedoc-Roussillon. Die Besonderheit der Gegend ist das Zusammenspiel dreier klimatischer Einflüsse: vor Ort die kühle Höhenlage, von Westen frisches atlantisches Klima und von Osten warme mediterrane Luft. Philippe Girard, Winzer in fünfter Generation, bereitet seinen Tradition Rouge aus 40% Cabernet Franc und 60% Merlot. Der Wein wird bewusst nur im Stahltank ausgebaut, um die feine Mineralität, die der karge Kalksteinboden dem Wein verleiht, zu bewahren. Diese Besonderheit, gepaart mit den rebsortentypischen Aromen von dunklem Steinobst und roten Beeren, ergibt einen einen eleganten Rotwein für jede Gelegenheit, der jetzt bereits gut trinkbar ist, aber auch noch ein paar Jahre aquf der Flasche haben darf. "
16,"2019 Rejadorada Tinto Roble D.O. Toro 0,375l",,Spanien,Toro,Rotwein,,Tinto del Toro,,,,,,,,,,,,,,,,,,,,,,2,"Die rassige Semicrianza aus der aufstrebenden Mini-D.O. Toro Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Marios Tinto Roble bekommt sechs Monate Barriquereife, also einen Monat mehr, als gesetzlich vorgeschrieben, spendiert. Damit ist er eigentlich bereits eine Semicrianza. In die ausschließlich neuen Barrique-Fässer kommt zu 100% Tempranillo, hier als lokale Spielart „Tinta de Toro“. Das Ergebnis kann sich sehen lassen: da kommt ein dunkelroter, extraktreicher Wein mit rebsortentypisch purpurfarbenen Reflexen ins Glas. In der Nase reichhaltige, reife Aromen nach Maulbeere und Brombeere. Am Gaumen intensiv fruchtig, mit kraftvollen, aber gut eingebundenen Tanninen und Barriquetönen. Lang anhaltender Abgang. Insgesamt ein charakterstarker „Vin de Garde“ zu einem auffallend maßvollen Preis. Der Rejadorada Tinto Roble D.O. Toro hat mindestens noch fünf bis sechs Jahre Reifepotenzial. Zur Einlagerung empfehle ich die ebenfalls erhältliche Magnum-Variante. "
17,"2016 Rejadorada Novellum Crianza D.O. Toro Magnum (1,5l)",,Spanien,Toro,Rotwein,,Tinto del Toro,,,,,,,,,,,,,,,,,,,,,,2,"Spitzen-Crianza aus der aufstrebenden D.O. Toro Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Das kleine, qualitätsversessene Weingut bietet in jeder der spanischen Prädikatsklassen außergewöhnlich gut gelungene Rotweine. Nach Reja Joven und Rejadorada Roble folgt nun die edle Crianza namens Novellum. Die Trauben werden von Hand gelesen. Das Alter der Rebstöcke beträgt zwischen 25 und 50 Jahre. Nach langsamer, bei moderaten 23°C durchgeführter Maischegärung erfolgt der mindestens 12-monatige Ausbau in Barriques aus französischer und amerikanischer Eiche. Danach gönnt Mario seiner Bilderbuch-Crianza noch mindestens zwei weitere Jahre Ruhe auf der Flasche.  Der Wein kommt kirschrot mit rubinroten Reflexen ins Glas. Die komplexe Nase kombiniert reife Aromen von dunklen Beeren mit feinen Anklängen an getoastetes Holz und Lorbeer. Am Gaumen zeigt sich die Novellum Crianza gut ausbalanciert: elegant, samtig und körperreich mit milder Säure sowie gut eingebundenen Tanninen, gefolgt von einem anhaltenden, seidigen Nachklang. Bereits jetzt mit Genuss trinkbar, lohnt sich die weitere Verfeinerung auf der Flasche noch für mindestens sechs weitere Jahre. "
18,2016 Rejadorada Novellum Crianza D.O. Toro,,Spanien,Toro,Rotwein,,Tinto del Toro,,,,,,,,,,,,,,,,,,,,,,2,"Spitzen-Crianza aus der aufstrebenden D.O. Toro Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Das kleine, qualitätsversessene Weingut bietet in jeder der spanischen Prädikatsklassen außergewöhnlich gut gelungene Rotweine. Nach Reja Joven und Rejadorada Roble folgt nun die edle Crianza namens Novellum. Die Trauben werden von Hand gelesen. Das Alter der Rebstöcke beträgt zwischen 25 und 50 Jahre. Nach langsamer, bei moderaten 23°C durchgeführter Maischegärung erfolgt der mindestens 12-monatige Ausbau in Barriques aus französischer und amerikanischer Eiche. Danach gönnt Mario seiner Bilderbuch-Crianza noch mindestens zwei weitere Jahre Ruhe auf der Flasche.  Der Wein kommt kirschrot mit rubinroten Reflexen ins Glas. Die komplexe Nase kombiniert reife Aromen von dunklen Beeren mit feinen Anklängen an getoastetes Holz und Lorbeer. Am Gaumen zeigt sich die Novellum Crianza gut ausbalanciert: elegant, samtig und körperreich mit milder Säure sowie gut eingebundenen Tanninen, gefolgt von einem anhaltenden, seidigen Nachklang. Bereits jetzt mit Genuss trinkbar, lohnt sich die weitere Verfeinerung auf der Flasche noch für mindestens sechs weitere Jahre. "
19,2020 Rejadorada Reja Joven D.O. Toro,,Spanien,Toro,Rotwein,,"Grenache, Tinto del Toro",,,,,,,,,,,,,,,,,,,,,,2,"Der kleine Bruder (oder die kleine Schwester?) von Rejadorada Roble & Novellum Crianza: Ein Rotwein für die milden Tage im Jahr! Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Dem Stil des Hauses folgend wird der Reja zu 85% aus der Tinta de Toro, einer lokalen Spielart der Tempranillo-Rebe, und 15% Garnacha gekeltert. Als Joven reift der Wein ausschließlich im Stahltank und auf der Flasche. Das Ergebnis ist ein herrlich milder, beeriger Rotwein, nicht zu komplex oder zu konzentriert. Die Betonung auf der Frucht und die weichen Tannine bewahren dem Reja, der im Sommer gern kellerkalt genossen werden darf, seine Leichtigkeit und Eleganz. Ein idealer Tapas- und Terrassenwein, der das ganze Jahr über schmeckt. "
20,2019 Rejadorada Tinto Roble D.O. Toro,,Spanien,Toro,Rotwein,,Tinto del Toro,,,,,,,,,,,,,,,,,,,,,,2,"Die rassige Semicrianza aus der aufstrebenden Mini-D.O. Toro Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Marios Tinto Roble bekommt sechs Monate Barriquereife, also einen Monat mehr, als gesetzlich vorgeschrieben, spendiert. Damit ist er eigentlich bereits eine Semicrianza. In die ausschließlich neuen Barrique-Fässer kommt zu 100% Tempranillo, hier als lokale Spielart „Tinta de Toro“. Das Ergebnis kann sich sehen lassen: da kommt ein dunkelroter, extraktreicher Wein mit rebsortentypisch purpurfarbenen Reflexen ins Glas. In der Nase reichhaltige, reife Aromen nach Maulbeere und Brombeere. Am Gaumen intensiv fruchtig, mit kraftvollen, aber gut eingebundenen Tanninen und Barriquetönen. Lang anhaltender Abgang. Insgesamt ein charakterstarker „Vin de Garde“ zu einem auffallend maßvollen Preis. Der Rejadorada Tinto Roble D.O. Toro hat mindestens noch fünf bis sechs Jahre Reifepotenzial. Zur Einlagerung empfehle ich die ebenfalls erhältliche Magnum-Variante. "
21,"2017 Domaine Grand Veneur Châteauneuf-du-Pape A.C. ""Les Origines"" 1,5l Magnum",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Das Flagschiff aus dem Hause Jaume Dieser Wein setzt Maßstäbe!  Aus 50% Grenache, 20% Syrah und 30% Mourvèdre keltern Christophe und Sébastien Jaume ""ihren"" Wein - und gewiss hat Vater Alain auch noch die Finger im Spiel. Von den Hängen zwischen Orange und Châteauneuf-du-Pape stammen die Beeren. Der Boden ist hier rötlich, karg und mit viel Geröll durchsetzt - perfekt für tief wurzelnde Reben, die viel Terroir in den Wein bringen. Les Origines ist konzentriert, dunkel, wuchtig und extrem aromatisch. Christophe empfiehlt, den Wein auch in jungen Jahren zu probieren, um ihn in all seinen Entwicklungsstadien zu erleben. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 15,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
22,"2018 Domaine Grand Veneur Côtes du Rhône A.C. Les Champauvins 1,5l Magnum",Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2017,"Grenache, Mouvèdre",,,"intensiver, nicht schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse, Steak",,,,,,,,,,,,2,"Quasi ein kleiner Châteauneuf-du-Pape mit allen Genen des großen Bruders Aus 70% Grenache, 20% Syrah und 10% Mouvèdre wird dieser Côtes du Rhône aus Orange gekeltert, gelesen von im Schnitt 60 Jahre alten Rebstöcken, angebaut auf einer direkt an die Châteauneuf-du-Pape-Zone angrenzenden Parzelle. Der Ertrag ist auf lediglch 34hl/ha beschränkt. Demensprechend kräftig, elegant, beerenfruchtig, voluminös und würzig kommt der Wein ins Glas. Da der ""Les Champauvins"" etwas früher als die berühmten Verwandten ausreift, ist er bereits drei bis vier Jahre nach der Lese mit Genuss zu trinken und hat noch weitere drei bis vier Jahre Entwicklungspotenzial. Damit passt dieser großartige Wein perfekt zur Understatement-Philosophie des Hauses Jaume! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,5%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | Domaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
23,2019 Alain Jaume & Fils (Domaine Grand Veneur) Gigondas A.C. Terrasses de Montmirail,Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2013,"Grenache Blanc, Shiraz / Syrah",,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Steak",,,,,,,,,,,,2,"Gigondas von Alain Jaume und seinen drei Kindern Hélène, Christpoh und Sébastien: Ein hervorragend komplexer Terroirwein von den Châteauneuf-du-Pape-Spezialisten! Dentes de Montmirail heißt die Felsformation aus Kalkstein westlich des Mont Ventoux, zu deren Füßen Gigondas liegt. Genau wie der Vacqueyras aus gleichem Hause reift der Gigondas früher als der berühmte Nachbar Châteauneuf-du-Pape, kann also bereits im dritten Jahr nach der Lese mit Genuss getrunken werden. Mit 80% Grenache und 20% Syrah ist der Gigondas noch Grenache-betonter komponiert als der Vacqueyras aus gleichem Hause. Die altehrwürdige Rebsorte gibt dem sehr vollmundigen Wein schon in der Jugend jede Menge dunkle, reife Frucht. Der Syrah macht sich ein wenig in der Nase, so recht jedoch erst im Abgang durch feinste Pfeffer-, Gewürz- und Vanillearomen bemerkbar. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,5%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
24,2018 Alain Jaume & Fils (Domaine Grand Veneur) Vacqueyras A.C. La Grande Garrigue,Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2015,"Cinsault, Grenache, Mouvèdre, Shiraz / Syrah",,,"intensiver, nicht schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Weichkäse",,,,,,,,,,,,2,"Vacqueyras ist - neben den Berühmtheiten Châteauneuf-du-Pape und Gigondas - der Underdog unter den großen Südfranzosen Die Jaumes haben sich beim Vacqueyras für die folgende Cuvée entschieden: 65% Grenache, 20% Syrah, 5% Mourvèdre und 10% Cinsault. Damit setzen sie bewusst einen traditionsbetonten Kontrapunkt zur Syrah-Mode, wie zum Beispiel beim Saint-Joseph oder bei den vielen Syrah- bzw. Shiraz-betonten ""Rhône-Style-Blends"" aus der neuen Welt. Der Wein reift ein Jahr in gebrauchten Barriques, was dem Vacqueyras samtigen Schmelz ohne markante Holz- oder Vanillenoten beschert. Der Grande Garrigue ist auf frühere Trinkreife als beispielsweise der Châteauneuf-du-Pape aus gleichem Hause angelegt; es werden zwei bis zwölf Jahre Lagerdauer empfohlen. Mir gefällt dieser Rotwein vor allem durch seine schon in der Jugend tiefe, harmonisch-würzige Frucht und das außergewöhnlich gute Preis-Leistungs-Verhältnis. Die Garrigue ist übrigens eine karge, steinige Ebene zwischen der Rhône und dem Mont Ventoux. Hier befindet sich ein Großteil der Côtes-du-Rhône-Villages-Anpflanzungen, zu denen der Vacqueyras ja auch zählt. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,5%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
25,"2018 Domaine Grand Veneur Châteauneuf-du-Pape A.C. ""Les Origines""",Domaine Grand Veneur,Frankreich,Châteauneuf-du-Pape,Rotwein,2011,"Grenache, Mouvèdre, Shiraz / Syrah",,,"extraktreicher, schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel",,,,,,,,,,,,2,"Das Flagschiff aus dem Hause Jaume Dieser Wein setzt Maßstäbe!  Aus 50% Grenache, 20% Syrah und 30% Mourvèdre keltern Christophe und Sébastien Jaume ""ihren"" Wein - und gewiss hat Vater Alain auch noch die Finger im Spiel. Von den Hängen zwischen Orange und Châteauneuf-du-Pape stammen die Beeren. Der Boden ist hier rötlich, karg und mit viel Geröll durchsetzt - perfekt für tief wurzelnde Reben, die viel Terroir in den Wein bringen. Les Origines ist konzentriert, dunkel, wuchtig und extrem aromatisch. Christophe empfiehlt, den Wein auch in jungen Jahren zu probieren, um ihn in all seinen Entwicklungsstadien zu erleben. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 15,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
26,2013 Le Lame Sorripa Chianti Classico D.O.C.G. Gallo Nero Gran Selezione,Tenuta Le Lame,Italien,Toskana,Rotwein,2013,Sangiovese,,,"intensiver, nicht schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse",,,,,,,,,,,,2,"Sorripa Gran Selezione: Mehr Fiorentinità geht nicht! Im Jahre 1716 erließ Großherzog Cosimo III. Medici ein Gesetz, das nichts anderes als die Festlegung einer geschützten Ursprungsbezeichnung für den Chianti bedeutete. Anlässlich der 300-Jahr-Feier dieser Quasi-Gründungsurkunde der D.O.C.G. Gallo Nero, legte das Consorzio im Vorfeld eine neue Qualitätsstufe für den Chianti Classico auf, eben die Gran Selezione. Nur das beste eigene Lesegut des Weingutes darf verwendet werden, darüber hinaus sind mindestens drei Jahre Lagerung im Fass und auf der Flasche obligatorisch. Natürlich zielt man damit direkt auf den Brunello di Montalcino, der bislang die Krone der toskanischen D.O.C.G.-Weine getragen hat. Sorripa ist der Name des besten Weinberges der Tenuta Le Lame, über dem Pesa-Tal in perfekter Südwestausrichtung gelegen. Der Spitzenwein des Hauses, aus 90% Sangiovese und 10% Syrah gekeltert, zeigt reife, tiefe und komplexe Aromen von Johannisbeere, Cassis, Brombeere und Amarenakirsche, gepaart mit einem Hauch Vanille. Am Gaumen gut strukturiert, elegant und füllig, aber nicht marmeladig, setzen sich die reifen Aromen, gestützt von weichen Tanninen, bis zum langen Abgang fort. Der Gran Selezione sollte unbedingt einige Stunden vor dem Genuss geöffnet werden, damit sich die vielseitige Aromatik des Weines gut entfalten kann. Übrigens: Mario und Marco Zanobini haben vom Sorripa Gran Selezione lediglich 600 numerierte Flaschen abgefüllt, um höchste Qualität und Exklusivität zu garantieren! Das Bildnis der Frau auf dem Etikett ist ein Werk eines unbekannten umbrischen Künstlers des frühen 16. Jahrhunderts aus dem Umfeld von Perugino. Ich pflege seit nunmehr über 20 Jahren eine sehr freundschaftliche Beziehung zur Familie Zanobini. Profitieren Sie von den außergewöhnlich interessanten Preisen, die uns diese Partnerschaft ermöglicht! "
27,2015 Le Lame Chianti Classico D.O.C.G. Gallo Nero Riserva,Tenuta Le Lame,Italien,Toskana,Rotwein,2015,Sangiovese,,,"intensiver, nicht schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse",,,,,,,,,,,,2,"Nur großen Jahrgängen vorbehalten: Chianti Classico GTI von Zanobini Tuning. Bitte anschnallen!  Nur in hervorragenden Jahrgängen wird dieser aus Sangiovese und und etwas Syrah gekelterte Wein produziert. Mario und Marco Zanobini gönnen der Riserva stets drei Jahre Fassreife und dazu noch mindestens ein Jahr Ruhezeit auf der Flasche, Werte, die sonst nur für Barolo oder Brunello di Montalcino aufgerufen werden. Das reichhaltige Bukett zeigt reife Beerenaromen, insbesondere fein ausbalancierte Nuancen von Kirsche, Veilchen und Johannisbeere. Am Gaumen dominieren die typische, elegante Fruchtigkeit des Sangiovese und die feine Würze vom Syrah, gepaart mit weichen Tanninen und angenehmer Mundfülle. Der Wein ist kräftig, aber nicht fett, maßvoll im Säuregehalt und dennoch fest strukturiert. Der Abgang zeigt eine betörend unauf-dringliche, sanfte Länge. Bereits jetzt gut trinkbar, verträgt er gut und gerne noch einige Jahre Reife. Eben eine große Riserva mit viel Potenzial! Aus dem bereits seit 1996 bestehenden geschäftlichen Kontakt zur Famile Zanobini ist mittlerweile eine freundschaftliche Beziehung geworden. Profitieren Sie von den außergewöhnlich interessanten Preisen, die uns diese Partnerschaft ermöglicht! "
28,2016 Le Lame Chianti Classico D.O.C.G. Gallo Nero,Tenuta Le Lame,Italien,Toskana,Rotwein,2016,Sangiovese,,,"intensiver, nicht schwerer Wein",,,,,,,"Pasta, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Classico beim Wort genommen:  Traditionelle Eleganz statt modernistischer Ermüdung! Mario und Marco Zanobini keltern ihren aus 90% Sangiovese und 10% Syrah bereiteten Wein im klassischen Stil: eher hell und leicht, saftig, mit den für die Rebsorte Sangiovese typischen Aromen von Veilchen und Johannisbeeren und etwas abrundender Würze vom Syrah. Der Le Lame Chianti Classico Gallo Nero ist fruchtig, leicht adstringierend und nicht zu voluminös; daher kann er auch kellerkalt genossen werden. Er passt hervorragend zur aromatischen toskanischen Küche, kann auch stark gewürzte Tomatensaucen parieren und findet in Crostini Toscani (mit Leber-Gemüse-Paté), Fagioli all'Ucceletto (weiße Bohnen, Tomaten und Salbei, gerne mit Salsiccia) oder Pappardelle (breite Bandnudeln mit Wildragout) seine perfekten Partner. Als 2016er ist dieser charaktervolle Rotwein absolut trinkreif; ein, zwei Jahre weiterer Lagerung werden die Fruchtaromen reifer und die Tannine milder werden lassen.Mario und Marcos Chianti Classico zeigt eine inmitten von charakterarmen Barrique-Weinen im Globalstil leider selten gewordene Individualität, die in den jahundertealten Traditionen einer großartigen Kulturlandschaft verwurzelt ist. Aus dem bereits seit 1996 bestehenden geschäftlichen Kontakt zur Famile Zanobini ist mittlerweile eine freundschaftliche Beziehung geworden. Profitieren Sie von den außergewöhnlich interessanten Preisen, die uns diese Partnerschaft ermöglicht! "
29,"2019 Cascina Castlèt ""Vespa"" Barbera d'Asti D.O.C.G.",Cascina Castlet,Italien,Piemont,Rotwein,2019,Barbera,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Risotto, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Ein feiner Barbera für alle Fälle!  Das Familienfoto mit der berühmten Vespa, einem Symbol der fünfziger Jahre, der Zeit des Wiederaufbaues. Ein Bild, das Wert und gleichzeitig Einfachheit des piemontesischen Familienlebens in der Nachkriegszeit zeigt. Der Barbera d'Asti ""Vespa"" von der Cascina Castlèt ist stets frisch und duftig, ansprechend fruchtig, trocken, harmonisch würzig und ausgewogen. Der Wein kann bereits wenige Monate nach der Abfüllung getrunken werden, jedoch auch gut einige Jahre gelagert werden. Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Cascina Castlèt | Strada Castelletto 6 | I-14055 Costigliole d'Asti (AT) "
30,"2019 Cascina Castlèt ""Vespa"" Barbera d'Asti D.O.C.G. 0,375l",Cascina Castlet,Italien,Piemont,Rotwein,2019,Barbera,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Risotto, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Endlich habe ich meinen ""halben"" Piemontesen gefunden: ein feiner Barbera in der 0,375l-Version!  Ein Familienfoto mit der berühmten Vespa, einem Symbol der fünfziger Jahre, der Zeit des Wiederaufbaues. Ein Bild, das Wert und gleichzeitig Einfachheit des piemontesischen Familienlebens in der Nachkriegszeit zeigt. Der Barbera d'Asti ""Vespa"" von der Cascina Castlèt ist stets frisch und duftig, ansprechend fruchtig, trocken, harmonisch würzig und ausgewogen. Der Wein kann bereits wenige Monate nach der Abfüllung getrunken werden, jedoch auch gut einige Jahre gelagert werden. Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Cascina Castlèt | Strada Castelletto 6 | I-14055 Costigliole d'Asti (AT) "
